# Ribosome density, mRNA level, and translational efficiency measurements for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# ing1 = Ingolia et al. 2009 mRNA (average of two replicates)
# ger1 = Gerashchenko et al. 2012 mRNA
# mcm1 = McManus et al. 2014 mRNA
# sub1 = Subtelny et al. 2014 mRNA
# rd.ing1 = Ingolia et al. 2009 ribosome footprint density (average of two replicates)
# rd.ger1 = Gerashchenko et al. 2012 ribosome footprint density
# rd.ger2 = Gerashchenko et al. 2014 ribosome footprint density
# rd.mcm1 = McManus et al. 2014 ribosome footprint density (average of two replicates)
# rd.sub1 = Subtelny et al. 2014 ribosome footprint density
# mrna.median = Median of normalized mRNA measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# mrna.n = Number of mRNA-level measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# rd.median = Median of normalized ribosome footprint density measurements
# rd.n = Number of ribosome footprint density measurements from ribosome profiling studies
# te = Translational efficiency (rd.median/mrna.median)
orf	gene	ing1	ger1	mcm1	sub1	rd.ing1	rd.ger1	rd.ger2	rd.mcm1	rd.sub1	mrna.median	mrna.n	rd.median	rd.n	te
YBL032W	HEK2	1.33822	4.675015	2.476726	2.9811	5.18199	6.359121	5.911300	4.13413	4.427491	2.981080	3	5.181994	5	1.73829
YBL033C	RIB1	1.20567	1.073228	1.184180	0.7185	1.13256	1.278948	1.424426	1.51073	1.250094	1.073228	3	1.278948	5	1.19168
YBL034C	STU1	0.14976	0.130147	NA	0.4471	0.35842	0.361806	0.416123	NA	0.278504	0.288600	2	0.360116	4	1.24780
YBL035C	POL12	0.28718	0.381207	NA	0.5690	0.83303	0.809452	1.041656	NA	0.606450	0.475114	2	0.821240	4	1.72851
YBL036C		5.27322	4.123988	NA	1.8090	4.32418	5.661165	4.748969	NA	4.039445	2.966474	2	4.536576	4	1.52928
YBL037W	APL3	0.27330	0.384632	NA	0.5611	0.57563	0.717375	0.638242	NA	0.448147	0.472863	2	0.606938	4	1.28354
YBL038W	MRPL16	3.83597	1.752677	NA	0.9596	2.52424	2.424121	1.879987	NA	1.657417	1.356118	2	2.152054	4	1.58692
YBL039C	URA7	6.29644	6.252082	NA	4.6254	10.49441	11.587091	13.391528	NA	6.822899	5.438736	2	11.040753	4	2.03002
YBL039W-B		1.48880	0.924981	NA	NA	0.63269	0.667659	0.726694	NA	NA	0.924981	1	0.667659	3	0.72181
YBL040C	ERD2	8.63584	5.357182	NA	2.0193	4.18293	6.127819	5.846880	NA	3.387409	3.688254	2	5.014903	4	1.35970
YBL041W	PRE7	3.28917	4.494383	NA	4.4879	8.80744	10.498630	11.565382	NA	8.735007	4.491142	2	9.653038	4	2.14935
YBL042C	FUI1	0.86066	2.237065	NA	1.2086	1.07737	1.780101	2.833961	NA	1.131707	1.722812	2	1.455904	4	0.84507
YBL043W	ECM13	0.08108	0.011436	0.033766	NA	0.03766	0.003038	0.002722	0.03473	NA	0.022601	2	0.018884	4	0.83552
YBL044W		0.08094	0.045848	NA	NA	NA	0.001088	NA	NA	NA	0.045848	1	0.001088	1	0.02372
YBL045C	COR1	1.41316	0.791389	2.344801	1.8624	4.53551	2.397315	3.437284	6.05894	2.804546	1.862437	3	3.437284	5	1.84558
YBL046W	PSY4	1.17415	0.714232	0.753069	0.3929	0.70823	0.862129	0.716116	0.83618	0.635933	0.714232	3	0.716116	5	1.00264
YBL047C	EDE1	0.47071	0.480475	1.982009	2.6273	3.61394	4.020667	4.101022	10.23314	3.031568	1.982009	3	4.020667	5	2.02858
YBL049W	MOH1	0.10482	0.228570	0.036907	NA	0.05494	0.224132	0.035894	0.01336	NA	0.132739	2	0.045418	4	0.34216
YBL050W	SEC17	3.96665	3.680926	1.820244	2.2150	4.31322	4.825885	4.851569	2.71290	4.703727	2.215018	3	4.703727	5	2.12356
YBL051C	PIN4	0.38728	0.595797	0.767204	1.4940	2.50956	3.032619	3.663665	3.07489	1.729085	0.767204	3	3.032619	5	3.95282
YBL052C	SAS3	0.91631	1.008883	0.877141	0.5898	0.22374	0.204435	0.198728	0.41542	0.119748	0.877141	3	0.204435	5	0.23307
YBL054W	TOD6	1.08037	1.635510	1.245430	0.5005	0.99047	0.791740	1.740800	0.67589	0.663375	1.245430	3	0.791740	5	0.63572
YBL055C		1.70020	1.649563	NA	0.6886	0.63237	1.429592	1.283596	NA	0.596924	1.169096	2	0.957985	4	0.81942
YBL056W	PTC3	4.75895	4.703933	2.661263	3.3205	2.99638	5.841083	3.602352	4.33182	2.643976	3.320503	3	3.602352	5	1.08488
YBL057C	PTH2	3.73459	4.008251	1.107224	1.6745	2.08757	3.219978	2.170557	1.40520	1.881264	1.674507	3	2.087574	5	1.24668
YBL058W	SHP1	3.02776	3.014870	3.745714	2.6606	6.87719	5.335750	6.119888	5.23746	4.401410	3.014870	3	5.335750	5	1.76981
YBL059C-A	CMC2	3.40968	2.969323	0.482153	1.5291	3.73510	2.551615	2.713414	0.70661	2.552804	1.529088	3	2.552804	5	1.66949
YBL059W		0.68368	0.662071	0.226942	0.4217	0.68034	0.994645	0.663507	0.30455	0.434086	0.421748	3	0.663507	5	1.57323
YBL060W	YEL1	0.83867	0.609903	1.050685	0.2728	0.23277	0.290877	0.283971	0.42477	0.231331	0.609903	3	0.283971	5	0.46560
YBL061C	SKT5	1.57424	1.228043	2.414690	1.0567	1.05231	0.896945	1.187236	1.38116	0.882459	1.228043	3	1.052309	5	0.85690
YBL063W	KIP1	0.21195	0.181509	0.364363	0.3818	0.24197	0.266275	0.284998	0.61578	0.194590	0.364363	3	0.266275	5	0.73080
YBL064C	PRX1	0.93658	2.707974	1.627854	1.7794	2.14322	2.350817	2.082387	2.14921	2.960581	1.779437	3	2.149214	5	1.20781
YBL066C	SEF1	0.08292	0.106399	0.345517	0.2770	0.09167	0.114443	0.144630	0.26848	0.109996	0.277004	3	0.114443	5	0.41315
YBL067C	UBP13	0.66050	1.174921	0.907766	1.0750	0.59149	0.961378	0.723844	1.29968	0.392582	1.074950	3	0.723844	5	0.67337
YBL068W	PRS4	2.78845	2.567066	2.929039	1.5198	3.36561	2.865582	3.758433	2.16257	1.972436	2.567066	3	2.865582	5	1.11629
YBL069W	AST1	0.78316	0.923685	2.309464	0.6907	1.37575	1.482879	1.571521	1.65098	1.116965	0.923685	3	1.482879	5	1.60539
YBL071C-B		0.99608	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL071W-A	KTI11	2.51833	5.649213	NA	1.5763	6.97562	4.395940	4.350280	NA	3.258363	3.612768	2	4.373110	4	1.21046
YBL072C	RPS8A	NA	NA	9.759274	NA	NA	NA	NA	12.11521	NA	9.759274	1	12.115209	1	1.24140
YBL074C	AAR2	0.70883	0.332853	0.403626	0.4386	0.28061	0.362200	0.434841	0.37534	0.406870	0.403626	3	0.375344	5	0.92993
YBL075C	SSA3	0.70390	0.474157	0.889705	0.3386	0.18605	0.030363	0.018461	0.01736	0.009299	0.474157	3	0.018461	5	0.03893
YBL076C	ILS1	4.09876	4.756876	8.969297	11.9734	14.86285	20.404584	18.504601	36.69426	10.765503	8.969297	3	18.504601	5	2.06310
YBL078C	ATG8	0.74278	0.831512	0.287407	NA	2.00757	2.198790	1.384167	0.62513	NA	0.559459	2	1.695871	4	3.03127
YBL079W	NUP170	0.59916	0.612598	2.006352	1.5800	0.73309	1.316032	1.228496	3.66261	0.757722	1.580035	3	1.228496	5	0.77751
YBL080C	PET112	0.52760	0.300043	0.694174	0.2542	0.13709	0.304389	0.224635	0.39004	0.186879	0.300043	3	0.224635	5	0.74868
YBL081W		NA	0.338333	0.846516	NA	NA	0.727805	1.330557	1.05123	NA	0.592424	2	1.051231	3	1.77446
YBL082C	ALG3	0.80601	1.780667	2.025984	0.8524	0.62745	1.280526	1.235506	1.38517	0.662241	1.780667	3	1.235506	5	0.69384
YBL084C	CDC27	NA	0.310876	0.383209	NA	NA	0.356237	0.270800	0.69592	NA	0.347043	2	0.356237	3	1.02649
YBL085W	BOI1	0.60138	0.699511	1.122144	0.8017	0.88707	0.828073	0.914279	1.24892	0.622099	0.801658	3	0.887071	5	1.10655
YBL086C		0.77659	0.392222	1.177898	0.3101	0.60915	0.458032	0.432247	0.69993	0.422065	0.392222	3	0.458032	5	1.16779
YBL087C	RPL23A	NA	NA	5.410476	NA	NA	NA	NA	10.19441	NA	5.410476	1	10.194407	1	1.88420
YBL088C	TEL1	0.12793	0.155954	0.844945	0.3131	0.03653	0.063177	0.057770	0.35664	0.035607	0.313105	3	0.057770	5	0.18451
YBL089W	AVT5	1.15804	0.591362	1.068746	0.3907	0.44087	0.582079	0.480029	0.63581	0.393943	0.591362	3	0.480029	5	0.81174
YBL090W	MRP21	3.63627	1.882642	0.706739	0.8988	2.90819	3.149672	2.045799	1.12203	1.797577	0.898828	3	2.045799	5	2.27607
YBL091C	MAP2	1.99912	5.070472	4.506636	2.6850	5.19790	7.285990	5.367030	5.14796	4.082082	4.506636	3	5.197904	5	1.15339
YBL091C-A	SCS22	0.57522	0.864468	0.265420	0.4934	1.04000	0.971807	0.770522	0.37802	0.875428	0.493445	3	0.875428	5	1.77412
YBL092W	RPL32	62.10487	152.227246	18.934310	97.9072	357.68481	192.172922	348.719650	46.38108	205.610032	97.907178	3	205.610032	5	2.10005
YBL093C	ROX3	6.09935	2.875163	1.056181	1.1355	2.39715	2.821356	2.775087	1.12069	1.902810	1.135513	3	2.397155	5	2.11108
YBL095W		2.09845	0.492977	1.091518	0.6573	0.29993	0.151174	0.210796	0.33527	0.193683	0.657251	3	0.210796	5	0.32072
YBL097W	BRN1	0.42110	0.175170	0.214377	0.4125	0.43753	0.621948	0.414788	0.73733	0.408684	0.214377	3	0.437525	5	2.04091
YBL098W	BNA4	1.47764	0.535907	0.804897	0.5737	0.97454	0.663721	0.979983	0.83885	0.701704	0.573745	3	0.838848	5	1.46206
YBL099W	ATP1	1.65930	4.168830	6.576595	7.4946	11.00627	13.318301	14.735410	18.36516	12.760164	6.576595	3	13.318301	5	2.02511
YBL100W-A		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL100W-B		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL100W-C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL101C	ECM21	0.16249	0.147815	0.668261	0.6036	0.38555	0.612023	0.515359	1.44528	0.358790	0.603605	3	0.515359	5	0.85380
YBL102W	SFT2	4.34205	4.771191	1.390704	1.7575	2.45386	3.390194	2.835630	1.40788	1.976972	1.757506	3	2.453856	5	1.39621
YBL103C	RTG3	0.86636	0.603741	0.946244	0.3829	0.70158	0.786962	0.826033	0.57303	0.496227	0.603741	3	0.701585	5	1.16206
YBL104C	SEA4	0.32068	0.459373	0.978440	0.5144	0.28165	0.582594	0.438820	0.88159	0.259227	0.514363	3	0.438820	5	0.85313
YBL105C	PKC1	0.40436	0.674350	NA	0.8880	0.81061	0.948261	0.717014	NA	0.578554	0.781191	2	0.763812	4	0.97775
YBL106C	SRO77	0.21341	0.369509	0.398915	0.3600	0.16633	0.558468	0.246228	0.32325	0.167148	0.369509	3	0.246228	5	0.66637
YBL107C	MIX23	2.54954	2.357979	0.694174	0.7448	1.74592	1.101965	0.905421	0.80946	0.967054	0.744806	3	0.967054	5	1.29840
YBL108C-A	PAU9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL111C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL112C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBL113C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR001C	NTH2	0.45048	0.428881	1.622358	0.7758	0.55556	0.511124	0.579882	1.74048	0.564493	0.775847	3	0.564493	5	0.72758
YBR002C	RER2	2.79350	2.744961	0.939177	0.8131	0.92571	1.509088	1.030127	0.62513	0.889490	0.939177	3	0.925713	5	0.98566
YBR003W	COQ1	0.78106	0.910754	1.773914	0.8361	0.65491	1.069350	0.811860	1.64430	0.584451	0.910754	3	0.811860	5	0.89141
YBR004C	GPI18	0.64827	0.945245	1.140990	0.4810	0.71042	0.924649	0.940802	0.94838	0.445879	0.945245	3	0.924649	5	0.97821
YBR005W	RCR1	1.49774	1.217380	0.973729	0.3441	1.05069	0.837422	0.680016	0.60376	0.341100	0.973729	3	0.680016	5	0.69836
YBR006W	UGA2	0.44512	0.393703	0.613292	0.3139	0.31198	0.718113	0.495101	0.69459	0.414808	0.393703	3	0.495101	5	1.25755
YBR007C	DSF2	0.35772	0.330820	1.045973	0.3010	0.36419	0.417029	0.443647	0.63047	0.242671	0.330820	3	0.417029	5	1.26059
YBR008C	FLR1	0.42079	1.334356	1.319245	0.2581	0.00698	0.008483	0.004570	0.06812	0.004309	1.319245	3	0.006978	5	0.00529
YBR009C	HHF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR010W	HHT1	NA	NA	16.161539	NA	NA	NA	NA	26.03902	NA	16.161539	1	26.039016	1	1.61117
YBR011C	IPP1	6.69642	24.880051	15.319735	26.0890	76.39720	77.485519	87.117823	26.94198	57.581423	24.880051	3	76.397201	5	3.07062
YBR012W-A		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR012W-B		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR013C		0.40853	1.004721	0.397344	0.6802	0.93982	0.656164	0.717862	0.40072	0.521175	0.680194	3	0.656164	5	0.96467
YBR014C	GRX7	3.62529	2.116737	0.528483	1.2956	2.94992	3.587181	3.222791	0.93636	2.582060	1.295609	3	2.949920	5	2.27686
YBR015C	MNN2	0.67626	1.573487	3.159906	2.5116	2.38414	3.093912	3.607205	5.34966	2.477281	2.511591	3	3.093912	5	1.23185
YBR016W		1.28812	2.718005	1.110365	2.0790	5.50928	5.515939	10.069244	2.03968	8.672866	2.079047	3	5.515939	5	2.65311
YBR017C	KAP104	1.25546	1.331597	2.815960	2.0681	1.94462	2.723532	2.491655	5.96677	1.793721	2.068081	3	2.491655	5	1.20481
YBR018C	GAL7	0.17861	0.032342	0.327456	NA	NA	0.009478	0.005238	0.03874	NA	0.179899	2	0.009478	3	0.05268
YBR019C	GAL10	0.02224	0.012333	0.070674	NA	0.01685	0.010971	0.013069	0.00935	NA	0.041503	2	0.012020	4	0.28961
YBR020W	GAL1	0.03766	0.202165	0.138992	0.1431	NA	0.000197	0.002285	0.00267	0.000680	0.143057	3	0.001483	4	0.01036
YBR021W	FUR4	0.21301	0.261787	NA	0.2622	0.11538	0.301279	0.507939	NA	0.241537	0.261973	2	0.271408	4	1.03602
YBR022W	POA1	2.33614	1.353371	0.582667	0.6765	1.46224	1.384210	1.162459	0.67322	1.297267	0.676483	3	1.297267	5	1.91766
YBR023C	CHS3	1.19772	0.819362	1.851655	1.1934	0.91068	1.287496	1.134242	2.68752	0.777226	1.193377	3	1.134242	5	0.95045
YBR024W	SCO2	0.62157	0.650317	0.446031	0.3718	0.68865	0.859057	0.647588	0.63181	0.567895	0.446031	3	0.647588	5	1.45189
YBR025C	OLA1	10.76759	15.329677	14.773191	13.8387	35.56913	36.102034	34.230983	28.13747	22.646610	14.773191	3	34.230983	5	2.31710
YBR026C	ETR1	1.17281	1.738219	2.456309	1.2276	2.40001	3.226788	3.155110	2.95066	2.191973	1.738219	3	2.950661	5	1.69752
YBR028C	YPK3	0.92186	1.085820	1.197529	0.7897	0.67762	0.753169	0.823645	1.09531	0.621418	1.085820	3	0.753169	5	0.69364
YBR029C	CDS1	0.72881	1.904657	1.217161	1.4648	1.94378	2.982234	3.333658	2.53257	1.590286	1.464814	3	2.532573	5	1.72894
YBR030W	RKM3	1.08435	1.187623	1.340447	0.5137	0.41431	0.489250	0.530148	0.67455	0.297555	1.187623	3	0.489250	5	0.41196
YBR031W	RPL4A	NA	NA	40.807082	NA	NA	NA	NA	66.69108	NA	40.807082	1	66.691084	1	1.63430
YBR033W	EDS1	0.02699	0.033615	0.085594	NA	0.01091	0.016765	0.010424	0.03740	NA	0.059604	2	0.013836	4	0.23212
YBR034C	HMT1	5.92277	5.738398	2.184607	2.6204	4.36669	5.953951	6.990750	3.35806	3.513961	2.620402	3	4.366694	5	1.66642
YBR035C	PDX3	3.41788	3.768733	2.040904	3.0408	6.69319	6.434271	8.134235	3.92308	6.116206	3.040800	3	6.434271	5	2.11598
YBR036C	CSG2	2.23669	3.288731	2.588233	1.9645	3.34521	5.226894	4.042456	4.79399	2.422397	2.588233	3	4.042456	5	1.56186
YBR037C	SCO1	0.69219	1.119055	0.917975	0.6093	0.80604	1.338734	1.180920	1.08863	0.948910	0.917975	3	1.088632	5	1.18591
YBR038W	CHS2	0.26218	0.572039	1.433109	1.1006	1.27032	1.517367	1.808532	3.67463	1.178427	1.100592	3	1.517367	5	1.37868
YBR039W	ATP3	2.31609	4.446031	1.791190	3.1010	8.67483	7.333889	7.141131	5.37504	5.666925	3.101025	3	7.141131	5	2.30283
YBR040W	FIG1	0.13303	0.036752	0.032196	NA	0.01970	0.005349	0.001155	0.00668	NA	0.034474	2	0.006014	4	0.17445
YBR041W	FAT1	1.05682	1.441550	2.157123	1.0911	1.10129	1.562460	1.434465	3.01611	0.916478	1.441550	3	1.434465	5	0.99509
YBR042C	CST26	2.69251	2.126442	1.811606	0.8847	1.13821	1.517724	1.382806	1.55347	0.707373	1.811606	3	1.382806	5	0.76330
YBR043C	QDR3	1.28150	1.069754	1.502212	0.4239	0.09401	0.278301	0.193183	0.29386	0.117026	1.069754	3	0.193183	5	0.18059
YBR044C	TCM62	1.15760	0.536056	0.983152	0.4266	0.32778	0.297170	0.218370	0.47018	0.189374	0.536056	3	0.297170	5	0.55436
YBR045C	GIP1	0.17429	0.097897	0.323529	0.0906	0.04828	0.018630	0.060979	0.07079	0.017463	0.097897	3	0.048277	5	0.49315
YBR046C	ZTA1	0.77315	0.982899	1.130782	0.7649	2.04041	2.317690	1.824374	1.76586	1.762650	0.982899	3	1.824374	5	1.85612
YBR047W	FMP23	1.05622	1.185042	0.429540	NA	0.32584	1.653006	0.759148	0.25646	NA	0.807291	2	0.542495	4	0.67199
YBR048W	RPS11B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR049C	REB1	0.65336	0.923792	NA	1.4518	2.68041	2.231186	2.501232	NA	1.959962	1.187808	2	2.366209	4	1.99208
YBR050C	REG2	0.10294	0.070609	0.123287	NA	0.08780	0.028622	0.034174	0.06812	NA	0.096948	2	0.051149	4	0.52759
YBR052C	RFS1	3.04693	4.326990	2.136706	2.7884	3.90536	4.119882	4.891006	3.20178	4.670162	2.788426	3	4.119882	5	1.47749
YBR053C		1.41622	1.251296	1.620787	0.8985	1.67276	2.574798	1.859113	1.54279	1.914149	1.251296	3	1.859113	5	1.48575
YBR054W	YRO2	0.48654	0.305029	1.276056	0.7183	1.46628	0.491291	1.014748	2.20398	1.123769	0.718320	3	1.123769	5	1.56444
YBR055C	PRP6	0.72983	0.941583	1.682038	0.6039	0.42314	0.445235	0.506064	0.91899	0.335430	0.941583	3	0.445235	5	0.47286
YBR056W		1.28943	1.163353	2.248214	1.1149	1.01953	2.136841	1.363267	2.40568	1.233991	1.163353	3	1.363267	5	1.17184
YBR057C	MUM2	1.13080	0.982581	1.138634	0.4683	1.67083	0.953956	1.047946	0.81347	0.623233	0.982581	3	0.953956	5	0.97087
YBR058C	UBP14	0.98503	0.851812	1.616861	0.9284	1.24698	1.512678	1.443221	2.51120	0.974765	0.928351	3	1.443221	5	1.55461
YBR058C-A	TSC3	11.42983	7.568026	0.958809	2.3490	11.26801	9.247298	9.542434	1.94484	5.520189	2.348965	3	9.247298	5	3.93675
YBR059C	AKL1	0.31441	0.486807	1.378140	1.1647	0.93484	1.368192	1.197660	2.87452	0.977940	1.164698	3	1.197660	5	1.02830
YBR060C	ORC2	0.51494	1.038833	1.379711	0.6238	0.74885	0.513783	0.627895	0.82415	0.411179	1.038833	3	0.627895	5	0.60442
YBR061C	TRM7	1.79427	2.052429	1.028697	0.8713	2.14261	2.004456	2.407953	1.33040	1.470765	1.028697	3	2.004456	5	1.94854
YBR062C		2.87939	1.938354	0.564606	0.9010	1.99350	1.642324	1.846018	0.60242	1.787371	0.901021	3	1.787371	5	1.98372
YBR063C		0.68849	0.864145	0.621145	0.4344	0.00510	0.007872	0.012427	0.01870	0.004309	0.621145	3	0.007872	5	0.01267
YBR065C	ECM2	0.78487	0.729759	0.369075	0.5587	0.64907	0.632454	0.571178	0.40473	0.424107	0.558731	3	0.571178	5	1.02228
YBR066C	NRG2	2.73940	1.333528	1.253283	0.7507	2.30390	2.877619	1.361136	1.28365	1.178200	1.253283	3	1.361136	5	1.08606
YBR067C	TIP1	6.28039	11.381489	4.022913	3.5543	18.66204	22.062251	19.063198	8.26025	10.985494	4.022913	3	18.662039	5	4.63894
YBR068C	BAP2	7.05929	4.329054	8.347367	4.2320	4.48674	5.172879	4.654483	5.76240	4.097278	4.329054	3	4.654483	5	1.07517
YBR069C	TAT1	4.24780	4.076573	3.582379	4.1795	3.52679	4.060665	5.444570	6.28468	3.572701	4.076573	3	4.060665	5	0.99610
YBR070C	ALG14	1.26640	1.960940	0.681610	0.7310	0.75207	1.455369	1.016391	0.49690	0.689910	0.730973	3	0.752071	5	1.02886
YBR071W		1.07702	0.765065	1.984365	0.7149	2.73453	1.906616	2.332723	1.67102	1.766279	0.765065	3	1.906616	5	2.49210
YBR072C-A		0.15382	NA	NA	NA	0.03782	0.072803	NA	NA	NA	NA	0	0.055312	2	NA
YBR072W	HSP26	0.61803	0.461076	0.305468	0.9466	0.95818	1.748828	1.068923	0.33928	2.192880	0.461076	3	1.068923	5	2.31832
YBR073W	RDH54	0.83619	0.950962	0.460165	1.2327	1.11749	1.236376	1.041527	0.45816	0.751372	0.950962	3	1.041527	5	1.09524
YBR074W	PFF1	0.93716	0.757476	2.349513	1.2819	0.84305	1.388059	1.418906	3.66796	1.029195	1.281944	3	1.388059	5	1.08278
YBR076W	ECM8	0.08265	0.018433	0.058110	NA	0.00606	0.010767	0.004468	0.01736	NA	0.038271	2	0.008413	4	0.21982
YBR077C	SLM4	2.93835	2.972304	1.635707	1.0744	3.73733	2.666219	1.831922	1.60557	1.891243	1.635707	3	1.891243	5	1.15622
YBR078W	ECM33	6.71732	16.840033	NA	18.6809	57.55472	50.724183	71.314876	NA	41.562669	17.760459	2	54.139451	4	3.04831
YBR079C	RPG1	1.99219	2.947584	6.337874	5.0131	8.32059	9.469776	9.197869	17.62916	5.850856	5.013060	3	9.197869	5	1.83478
YBR080C	SEC18	0.84521	1.419834	3.011491	1.6841	3.45120	3.952554	3.572414	4.98099	2.420129	1.684122	3	3.572414	5	2.12123
YBR081C	SPT7	0.46863	0.242376	0.727155	0.6750	0.46350	0.620842	0.525347	1.84734	0.408004	0.674965	3	0.525347	5	0.77833
YBR082C	UBC4	6.66179	11.999873	3.386848	8.9048	24.71889	23.676468	33.589044	7.28783	29.743704	8.904778	3	24.718888	5	2.77591
YBR083W	TEC1	0.31150	0.252597	0.553612	0.7968	1.33228	0.334414	0.813631	0.05744	1.101543	0.553612	3	0.813631	5	1.46968
YBR084C-A	RPL19A	NA	NA	11.018053	NA	NA	NA	NA	21.97167	NA	11.018053	1	21.971672	1	1.99415
YBR084W	MIS1	2.35131	1.674647	3.191317	4.0899	4.25851	3.868856	4.059248	8.92946	3.424831	3.191317	3	4.059248	5	1.27197
YBR085C-A		9.24013	5.142036	1.549328	3.4015	6.68971	7.850362	5.499619	2.99073	7.747315	3.401478	3	6.689712	5	1.96671
YBR085W	AAC3	1.37934	1.356414	0.548115	0.3851	0.71257	1.844564	0.596981	0.34596	0.507114	0.548115	3	0.596981	5	1.08915
YBR086C	IST2	0.82573	1.529261	4.423398	2.6850	2.22734	3.411554	3.420467	8.31769	1.812092	2.685014	3	3.411554	5	1.27059
YBR087W	RFC5	4.07548	2.059241	2.215233	0.9385	1.47742	1.986362	1.853207	1.58152	1.116965	2.059241	3	1.581522	5	0.76801
YBR088C	POL30	2.95646	4.729654	1.739362	2.5511	7.28755	7.468216	8.469557	4.69114	5.815022	2.551067	3	7.287550	5	2.85667
YBR089C-A	NHP6B	NA	NA	1.291761	NA	NA	NA	NA	2.48716	NA	1.291761	1	2.487157	1	1.92540
YBR090C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YBR091C	TIM12	2.53459	1.896881	0.437393	0.9650	2.72098	1.606342	2.026774	0.75470	1.559442	0.964958	3	1.606342	5	1.66467
YBR092C	PHO3	NA	NA	3.302039	NA	NA	NA	NA	5.65955	NA	3.302039	1	5.659552	1	1.71396
YBR093C	PHO5	NA	NA	13.940025	NA	NA	NA	NA	18.60426	NA	13.940025	1	18.604259	1	1.33459
YBR094W	PBY1	0.89900	0.927691	2.113933	0.6821	0.76904	1.187030	1.040449	1.60156	0.700796	0.927691	3	1.040449	5	1.12155
YBR095C	RXT2	1.02781	0.877427	0.830025	0.5139	0.95882	0.894313	0.803207	0.70260	0.523896	0.830025	3	0.803207	5	0.96769
YBR096W		4.19657	3.722801	1.698528	2.4392	3.25579	5.383664	4.712022	2.96936	3.036784	2.439219	3	3.255787	5	1.33477
YBR097W	VPS15	0.20010	0.172779	0.702812	0.4123	0.14643	0.298339	0.294652	1.03654	0.183931	0.412300	3	0.294652	5	0.71465
YBR098W	MMS4	0.33009	0.262921	0.533980	0.2090	0.18793	0.184350	0.192797	0.28051	0.144015	0.262921	3	0.187930	5	0.71478
YBR101C	FES1	5.45197	3.877022	1.905838	1.5913	5.54685	5.112915	4.030645	2.46044	2.495878	1.905838	3	4.030645	5	2.11489
YBR102C	EXO84	0.28244	0.683111	1.069531	0.5994	0.82658	0.702823	0.808111	1.20618	0.644324	0.683111	3	0.808111	5	1.18299
YBR103W	SIF2	1.80511	0.815799	1.268988	0.5218	0.53191	0.772412	0.608715	0.97643	0.486022	0.815799	3	0.608715	5	0.74616
YBR104W	YMC2	4.50818	2.016251	0.967447	0.6893	1.31236	1.520035	1.705958	0.70928	0.943013	0.967447	3	1.312361	5	1.35652
YBR105C	VID24	0.30087	0.910328	0.938392	0.4540	0.35796	0.739021	0.921674	0.84018	0.457219	0.910328	3	0.739021	5	0.81182
YBR106W	PHO88	27.78870	27.389605	8.824023	18.4545	36.98320	45.787346	46.548068	19.13455	26.578100	18.454492	3	36.983204	5	2.00402
YBR107C	IML3	0.44125	0.652416	0.401270	0.3295	0.13643	0.186042	0.189870	0.17098	0.124964	0.401270	3	0.170975	5	0.42609
YBR108W	AIM3	0.11104	0.190457	0.713021	0.3303	0.49757	0.361509	0.588406	1.22889	0.399386	0.330313	3	0.497569	5	1.50636
YBR109C	CMD1	6.10806	21.703890	4.260848	6.4563	26.68637	33.389680	25.457711	6.67873	16.674191	6.456280	3	25.457711	5	3.94309
YBR110W	ALG1	2.09984	2.369185	2.140632	1.0427	1.05923	2.064152	1.264057	1.70040	0.874521	2.140632	3	1.264057	5	0.59051
YBR111C	YSA1	4.66288	4.837009	2.207380	2.9489	7.48105	5.702420	6.397158	3.66929	4.967263	2.948859	3	5.702420	5	1.93377
