# SCM estimates of mRNA and protein levels, log-transformed and unscaled, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YJR029W		0.155905	-0.304952	0.273	0.355	8	0
YJR030C		-0.405621	-0.711312	0.296	0.404	10	0
YJR031C	GEA1	0.006194	0.212946	0.231	0.230	12	4
YJR032W	CPR7	0.290300	0.434630	0.272	0.256	11	5
YJR033C	RAV1	-0.272404	-0.133393	0.227	0.240	12	5
YJR034W	PET191	-0.436526	-0.470614	0.248	0.378	11	3
YJR035W	RAD26	-0.853156	-0.795991	0.303	0.382	9	2
YJR036C	HUL4	-1.135506	-1.200103	0.269	0.472	12	0
YJR039W		-0.920328	-1.107788	0.295	0.452	11	0
YJR040W	GEF1	-0.258068	-0.402244	0.291	0.366	11	3
YJR041C	URB2	0.075940	0.320232	0.267	0.226	12	6
YJR042W	NUP85	0.411060	0.651486	0.252	0.251	11	5
YJR043C	POL32	-0.077141	0.041565	0.278	0.348	11	5
YJR044C	VPS55	0.883261	0.527626	0.233	0.237	13	2
YJR045C	SSC1	1.745253	1.519323	0.267	0.352	13	7
YJR046W	TAH11	-0.065226	-0.013104	0.262	0.310	11	3
YJR047C	ANB1	0.658557	0.751538	0.250	0.224	11	7
YJR048W	CYC1	0.576812	0.757909	0.247	0.211	12	7
YJR049C	UTR1	0.340899	0.426876	0.232	0.229	12	5
YJR050W	ISY1	0.014373	0.045342	0.278	0.292	11	3
YJR051W	OSM1	0.061378	-0.016463	0.236	0.285	12	6
YJR052W	RAD7	-0.454548	-0.331406	0.228	0.298	12	4
YJR053W	BFA1	-0.976808	-0.611009	0.250	0.330	9	2
YJR054W	KCH1	-0.198893	-0.441242	0.260	0.302	11	1
YJR055W	HIT1	-0.145222	-0.003081	0.275	0.304	11	3
YJR056C		-0.259008	-0.294171	0.275	0.311	11	1
YJR057W	CDC8	0.157620	0.198841	0.287	0.310	11	3
YJR058C	APS2	0.135862	-0.043007	0.250	0.314	11	2
YJR059W	PTK2	0.539077	0.646148	0.254	0.231	13	6
YJR060W	CBF1	0.342885	0.761205	0.269	0.242	10	7
YJR061W		-1.096702	-1.204976	0.256	0.397	9	1
YJR062C	NTA1	-0.114892	0.026429	0.258	0.296	11	4
YJR063W	RPA12	0.812135	1.117063	0.271	0.238	12	6
YJR064W	CCT5	0.856455	0.640510	0.277	0.298	12	7
YJR065C	ARP3	1.075214	0.841583	0.236	0.283	13	6
YJR066W	TOR1	-0.074617	-0.120490	0.284	0.298	11	4
YJR067C	YAE1	0.033273	0.192004	0.222	0.248	11	4
YJR068W	RFC2	0.487633	0.537264	0.257	0.230	11	5
YJR069C	HAM1	0.652524	0.846142	0.272	0.252	13	7
YJR070C	LIA1	1.627199	1.697738	0.252	0.240	13	9
YJR072C	NPA3	0.722373	0.981559	0.248	0.221	12	5
YJR073C	OPI3	0.672669	0.554754	0.240	0.239	13	5
YJR074W	MOG1	0.067101	0.075150	0.278	0.269	13	3
YJR075W	HOC1	0.647672	0.559225	0.277	0.218	12	6
YJR076C	CDC11	0.629888	0.913558	0.251	0.272	12	6
YJR077C	MIR1	1.295253	1.257642	0.248	0.269	13	7
YJR078W	BNA2	-1.033968	-1.004434	0.332	0.320	9	2
YJR079W		-0.787210	-0.647269	0.281	0.300	9	1
YJR080C	AIM24	0.046632	0.160102	0.245	0.238	11	5
YJR082C	EAF6	0.024202	-0.186038	0.253	0.325	12	3
YJR083C	ACF4	-0.176266	0.032870	0.227	0.246	12	4
YJR084W		-0.107296	-0.062105	0.271	0.267	13	3
YJR085C		0.968031	0.533984	0.253	0.230	12	4
YJR086W	STE18	0.635508	0.659761	0.249	0.221	12	4
YJR088C	EMC2	0.641873	0.904208	0.282	0.235	11	6
YJR089W	BIR1	-0.701533	-0.727217	0.251	0.396	10	3
YJR090C	GRR1	-0.149954	-0.390974	0.238	0.358	12	3
YJR091C	JSN1	0.168447	0.269811	0.232	0.220	11	7
YJR092W	BUD4	-0.044373	0.110107	0.244	0.241	11	4
YJR093C	FIP1	-0.044509	0.009396	0.244	0.290	12	3
YJR094C	IME1	-0.979030	-1.131133	0.304	0.402	10	0
YJR094W-A	RPL43B	1.751591	1.739107	0.284	0.269	7	4
YJR095W	SFC1	-1.970522	-1.714241	0.295	0.385	8	1
YJR096W		0.125777	0.376775	0.244	0.284	12	4
YJR097W	JJJ3	-0.305613	0.005869	0.278	0.210	11	3
YJR098C		-0.472849	-0.302169	0.254	0.272	11	4
YJR099W	YUH1	-0.226979	-0.224953	0.268	0.379	9	2
YJR100C	AIM25	-0.319306	-0.445756	0.281	0.355	10	2
YJR101W	RSM26	0.524128	0.478823	0.220	0.243	13	6
YJR102C	VPS25	-0.347659	-0.675993	0.248	0.386	12	0
YJR103W	URA8	0.359813	0.339413	0.237	0.226	13	8
YJR104C	SOD1	2.415233	2.512920	0.228	0.240	13	10
YJR105W	ADO1	1.663440	1.854161	0.266	0.236	13	10
YJR106W	ECM27	-0.773188	-0.935380	0.319	0.471	11	0
YJR107W		-0.479750	-0.683378	0.273	0.376	11	0
YJR108W	ABM1	-0.983285	-1.082404	0.239	0.380	9	0
YJR109C	CPA2	0.694412	1.238851	0.243	0.229	12	9
YJR110W	YMR1	-0.446860	-0.331092	0.273	0.329	11	3
YJR111C		-0.137735	-0.062933	0.286	0.285	12	3
YJR112W	NNF1	0.019564	0.171707	0.239	0.231	11	4
YJR112W-A		-1.392597	-1.497728	0.369	0.448	3	0
YJR113C	RSM7	0.405067	0.403248	0.264	0.254	12	4
YJR115W		-0.483827	-0.736892	0.263	0.366	12	0
YJR116W	TDA4	0.033411	-0.148921	0.290	0.258	13	1
YJR117W	STE24	1.153964	1.353362	0.241	0.225	13	8
YJR118C	ILM1	0.426767	0.123155	0.256	0.233	13	5
YJR119C	JHD2	-0.762212	-0.713773	0.244	0.311	11	2
YJR120W		-0.419417	-0.692060	0.306	0.371	9	0
YJR121W	ATP2	1.826591	1.957635	0.264	0.205	13	10
YJR122W	IBA57	-0.242586	-0.080827	0.267	0.301	11	3
YJR123W	RPS5	2.202473	1.734675	0.301	0.412	11	8
YJR124C		-0.166057	-0.494230	0.276	0.377	11	2
YJR125C	ENT3	0.528785	0.323974	0.249	0.310	12	6
YJR126C	VPS70	0.078202	-0.472108	0.290	0.315	13	1
YJR127C	RSF2	-0.207134	-0.413959	0.247	0.388	12	1
YJR129C	EFM3	-0.615825	-0.334015	0.266	0.306	11	4
YJR130C	STR2	-0.104385	-0.011340	0.239	0.262	12	3
YJR131W	MNS1	-0.125558	0.338144	0.246	0.238	11	5
YJR132W	NMD5	0.176943	0.625253	0.240	0.229	12	6
YJR133W	XPT1	0.203191	0.043830	0.257	0.268	11	4
YJR134C	SGM1	-0.000131	-0.154291	0.276	0.285	12	3
YJR135C	MCM22	-0.740532	-0.504639	0.258	0.303	11	2
YJR135W-A	TIM8	-0.600084	-0.492286	0.298	0.366	6	5
YJR136C	TTI2	-0.423002	-0.294852	0.252	0.337	10	2
YJR137C	MET5	0.046754	0.338117	0.258	0.248	11	8
YJR138W	IML1	-0.540154	-0.507662	0.274	0.317	10	3
YJR139C	HOM6	1.614890	1.543336	0.248	0.211	13	9
YJR140C	HIR3	-0.515727	-0.358602	0.261	0.330	9	5
YJR141W		-0.562080	-0.852947	0.300	0.387	10	0
YJR142W		-0.203761	-0.297777	0.298	0.311	11	3
YJR143C	PMT4	0.962336	0.492450	0.240	0.285	13	6
YJR144W	MGM101	0.570730	0.317658	0.279	0.384	12	5
YJR145C	RPS4A	2.380270	1.839584	0.249	0.217	12	4
YJR147W	HMS2	-0.017290	0.109330	0.272	0.238	10	2
YJR148W	BAT2	1.556648	1.570694	0.237	0.239	13	10
YJR149W		-0.531225	-0.639549	0.277	0.318	10	3
YJR150C	DAN1	-1.397445	-1.491390	0.288	0.418	8	0
YJR151C	DAN4	-0.548751	-0.730255	0.272	0.363	11	1
YJR151W-A		-2.843259	-2.722143	0.344	0.487	2	0
YJR152W	DAL5	-0.595615	-0.775318	0.338	0.404	11	1
YJR153W	PGU1	-1.103401	-1.085327	0.291	0.391	10	1
YJR154W		-0.962762	-0.653474	0.276	0.341	9	1
YJR155W	AAD10	-1.130184	-1.224340	0.289	0.418	10	0
YJR156C	THI11	-1.246303	-0.913923	0.274	0.310	7	1
YJR158W	HXT16	-2.365421	-2.293923	0.313	0.399	5	0
YJR159W	SOR1	-1.518942	-1.557978	0.283	0.393	7	0
YJR160C	MPH3	-1.160436	-1.308488	0.281	0.403	8	0
YJR161C	COS5	-0.398276	-0.396627	0.283	0.286	9	2
YKL001C	MET14	0.131615	0.203677	0.248	0.286	11	6
YKL002W	DID4	0.418278	0.186097	0.251	0.266	13	4
YKL003C	MRP17	0.120121	-0.244029	0.282	0.364	12	2
YKL004W	AUR1	0.937894	0.814737	0.229	0.207	13	3
YKL005C	BYE1	-0.269067	-0.231325	0.261	0.265	11	4
YKL006C-A	SFT1	-0.109899	0.061228	0.270	0.254	8	3
YKL006W	RPL14A	1.986800	1.988158	0.247	0.234	11	6
YKL007W	CAP1	0.795298	0.872096	0.245	0.260	12	8
YKL008C	LAC1	0.661840	0.754136	0.276	0.250	12	5
YKL009W	MRT4	1.266778	1.210148	0.228	0.235	13	6
YKL010C	UFD4	-0.015662	0.318927	0.236	0.244	11	6
YKL011C	CCE1	-0.781796	-0.824400	0.289	0.386	10	1
YKL012W	PRP40	0.173361	-0.072531	0.252	0.345	11	2
YKL013C	ARC19	0.866401	0.917203	0.241	0.245	12	7
YKL014C	URB1	0.300392	0.672444	0.250	0.211	12	8
YKL015W	PUT3	-0.256112	-0.287678	0.269	0.314	11	2
YKL016C	ATP7	0.946194	1.045267	0.248	0.219	12	8
YKL017C	HCS1	-0.545875	-0.331613	0.304	0.311	10	4
YKL018C-A		-0.574947	-0.192270	0.260	0.255	5	4
YKL018W	SWD2	-0.044021	-0.105221	0.278	0.301	11	4
YKL019W	RAM2	0.207712	-0.095274	0.245	0.323	12	3
YKL020C	SPT23	-0.275642	-0.314934	0.255	0.279	10	5
YKL021C	MAK11	0.461285	0.615926	0.263	0.240	10	5
YKL022C	CDC16	-0.124270	0.127086	0.246	0.278	11	4
YKL023C-A		-1.300804	-1.142469	0.296	0.373	3	2
YKL023W		-0.194210	0.015489	0.256	0.227	12	4
YKL024C	URA6	0.989634	0.883406	0.259	0.264	13	7
YKL025C	PAN3	0.292927	0.316768	0.268	0.224	12	5
YKL026C	GPX1	-0.960436	-1.101646	0.272	0.405	11	0
YKL027W	TCD2	0.182842	0.484321	0.237	0.240	12	5
YKL028W	TFA1	0.674880	0.878936	0.258	0.244	12	4
YKL029C	MAE1	0.873907	1.027713	0.244	0.233	11	9
YKL032C	IXR1	0.560421	0.659521	0.259	0.292	12	4
YKL033W	TTI1	-0.527400	-0.422655	0.251	0.309	10	3
YKL033W-A		0.425843	0.280128	0.292	0.353	7	4
YKL034W	TUL1	-0.195257	-0.488173	0.287	0.387	12	2
YKL035W	UGP1	1.496826	1.507816	0.259	0.277	12	9
YKL037W	AIM26	-1.317241	-1.489177	0.310	0.440	7	0
YKL038W	RGT1	-0.339829	-0.553492	0.258	0.310	11	2
YKL039W	PTM1	0.475113	0.095405	0.275	0.360	13	2
YKL040C	NFU1	0.503495	0.890295	0.234	0.209	11	7
YKL041W	VPS24	0.205913	0.393071	0.246	0.229	12	5
YKL042W	SPC42	-0.554403	-0.476910	0.285	0.358	11	3
YKL043W	PHD1	0.363212	0.027924	0.247	0.309	12	2
YKL045W	PRI2	-0.143340	-0.251155	0.264	0.352	12	2
YKL046C	DCW1	0.875689	0.785485	0.286	0.211	13	4
YKL047W	ANR2	-0.215785	-0.031486	0.270	0.282	12	4
YKL048C	ELM1	-0.743530	-0.740253	0.275	0.340	11	3
YKL049C	CSE4	-0.212161	-0.008295	0.234	0.262	10	2
YKL050C		-1.468656	-1.405355	0.327	0.413	7	1
YKL051W	SFK1	0.233196	0.215729	0.242	0.270	13	3
YKL052C	ASK1	0.191383	0.408626	0.249	0.238	10	4
YKL053C-A	MDM35	0.342607	0.416333	0.228	0.231	9	6
YKL054C	DEF1	1.279829	1.517615	0.273	0.216	12	9
YKL055C	OAR1	-0.727750	-0.435657	0.273	0.290	9	3
YKL056C	TMA19	2.548787	2.344798	0.219	0.230	13	10
YKL057C	NUP120	0.016316	-0.197769	0.264	0.334	12	3
YKL058W	TOA2	0.466713	0.507295	0.263	0.201	11	5
YKL059C	MPE1	0.097572	0.139370	0.256	0.218	11	5
YKL060C	FBA1	3.621612	3.525860	0.256	0.235	12	11
YKL061W	BLI1	-0.106495	0.109330	0.255	0.242	11	4
YKL062W	MSN4	0.152698	-0.102103	0.283	0.319	13	2
YKL063C		0.404968	0.279441	0.242	0.239	10	6
YKL064W	MNR2	0.040753	-0.165515	0.258	0.251	12	4
YKL065C	YET1	1.073115	1.039108	0.266	0.249	13	5
YKL065W-A		-2.086444	-1.799014	0.380	0.455	3	1
YKL067W	YNK1	0.915125	1.146802	0.282	0.198	10	9
YKL068W	NUP100	0.235790	0.304643	0.281	0.259	11	6
YKL068W-A		-1.267597	-1.409089	0.341	0.448	4	0
YKL069W		0.083105	0.367673	0.230	0.238	11	5
YKL070W		-1.234288	-1.300062	0.290	0.408	9	0
YKL071W		-0.083813	1.061674	0.262	0.257	11	2
YKL072W	STB6	-0.483504	-0.581110	0.259	0.312	11	2
YKL073W	LHS1	0.254247	-0.051922	0.247	0.265	12	7
YKL074C	MUD2	-0.026050	0.133242	0.284	0.287	11	3
YKL075C		-0.525238	-0.574889	0.249	0.277	10	5
YKL077W		0.845070	0.798190	0.229	0.207	12	6
YKL078W	DHR2	-0.268231	-0.238894	0.258	0.275	11	3
YKL079W	SMY1	-0.078431	0.228772	0.264	0.233	11	4
YKL080W	VMA5	1.435347	1.462724	0.259	0.205	12	8
YKL081W	TEF4	2.398754	2.244154	0.241	0.211	13	9
YKL082C	RRP14	0.417247	0.168695	0.309	0.353	10	3
YKL084W	HOT13	0.271710	-0.014056	0.249	0.329	12	3
YKL085W	MDH1	1.280326	1.316348	0.244	0.237	13	8
YKL086W	SRX1	-0.860037	-0.692636	0.299	0.340	10	2
YKL087C	CYT2	0.119687	-0.247578	0.284	0.345	13	2
YKL088W	CAB3	0.070375	0.419708	0.265	0.244	11	7
YKL089W	MIF2	-0.320920	-0.112826	0.244	0.260	11	3
YKL090W	CUE2	-0.730587	-0.862602	0.297	0.414	12	2
YKL091C		-0.153510	0.054662	0.232	0.318	11	4
YKL092C	BUD2	-0.543345	-0.122019	0.221	0.236	11	6
YKL093W	MBR1	-1.050180	-1.006833	0.228	0.324	10	1
YKL094W	YJU3	0.827980	0.811941	0.260	0.217	13	5
YKL095W	YJU2	-0.646719	-0.313912	0.267	0.324	11	2
YKL096C-B		-2.045009	-1.965689	0.346	0.439	4	0
YKL096W	CWP1	1.223502	1.150556	0.271	0.232	12	5
YKL096W-A	CWP2	1.371940	1.578913	0.251	0.258	7	1
YKL098W	MTC2	-0.575629	-0.710539	0.295	0.355	11	1
YKL099C	UTP11	0.388905	0.125429	0.236	0.331	12	3
YKL100C	YPF1	0.365110	0.118863	0.266	0.357	13	3
YKL101W	HSL1	0.005177	-0.161980	0.262	0.341	11	2
YKL103C	APE1	0.089863	0.414189	0.265	0.242	12	7
YKL104C	GFA1	0.982034	0.972975	0.265	0.284	13	7
YKL105C	SEG2	-0.383536	-0.306620	0.298	0.298	11	3
YKL106C-A		-3.080870	-2.870380	0.435	0.532	2	0
YKL106W	AAT1	0.232477	0.377685	0.262	0.254	11	5
YKL107W		-1.896082	-1.936143	0.291	0.459	7	0
YKL108W	SLD2	-0.538417	-0.543814	0.265	0.309	11	1
YKL109W	HAP4	0.177360	-0.309799	0.303	0.399	12	0
YKL110C	KTI12	0.276673	0.404959	0.254	0.221	11	5
YKL112W	ABF1	0.513464	0.742450	0.269	0.223	10	6
YKL113C	RAD27	0.216319	0.444867	0.264	0.228	11	6
YKL114C	APN1	0.480508	0.541007	0.247	0.308	11	6
YKL116C	PRR1	0.016664	0.213149	0.242	0.233	12	4
YKL117W	SBA1	1.653866	1.777371	0.221	0.235	12	10
YKL119C	VPH2	0.379767	0.245989	0.264	0.300	12	3
YKL120W	OAC1	0.738921	1.023118	0.224	0.238	12	6
YKL121W	DGR2	-0.377380	-0.422321	0.283	0.294	11	3
YKL122C	SRP21	1.001060	0.817137	0.224	0.219	12	7
YKL124W	SSH4	-0.494531	-0.584858	0.262	0.285	11	2
YKL125W	RRN3	-0.167700	-0.561808	0.247	0.259	11	3
YKL126W	YPK1	0.679721	0.793881	0.260	0.236	13	7
YKL127W	PGM1	0.849908	0.842504	0.247	0.227	13	9
YKL128C	PMU1	0.479538	0.605503	0.277	0.213	12	6
YKL129C	MYO3	-0.258855	0.117436	0.246	0.219	10	6
YKL130C	SHE2	0.473237	0.461587	0.227	0.237	11	5
YKL132C	RMA1	-0.773733	-0.920093	0.301	0.457	11	1
YKL133C		-0.827870	-0.983718	0.284	0.409	12	1
YKL134C	OCT1	-0.558652	-0.242295	0.268	0.310	10	3
YKL135C	APL2	0.393421	0.517113	0.250	0.242	11	8
YKL137W	CMC1	0.119237	-0.172518	0.268	0.294	11	6
YKL138C	MRPL31	0.387783	0.407715	0.260	0.222	11	4
YKL138C-A	HSK3	-1.245546	-1.178571	0.301	0.353	4	1
YKL139W	CTK1	-0.262224	-0.242458	0.252	0.248	11	5
YKL140W	TGL1	0.337206	0.192696	0.218	0.295	13	5
YKL141W	SDH3	0.586003	0.077172	0.250	0.304	12	4
YKL142W	MRP8	1.006862	0.938550	0.269	0.221	12	8
YKL143W	LTV1	0.260001	0.427556	0.257	0.240	12	5
YKL144C	RPC25	0.181822	-0.031175	0.274	0.304	12	4
YKL145W	RPT1	1.117228	0.953092	0.241	0.218	13	8
YKL146W	AVT3	0.170381	0.031289	0.228	0.270	12	3
YKL148C	SDH1	0.222346	0.537804	0.241	0.266	12	7
YKL149C	DBR1	-0.190746	-0.208698	0.232	0.278	12	2
YKL150W	MCR1	0.647670	0.540419	0.284	0.303	13	8
YKL151C		0.441376	0.418564	0.255	0.297	13	6
YKL152C	GPM1	3.323476	2.918509	0.262	0.235	12	10
YKL154W	SRP102	0.415133	0.829569	0.251	0.210	10	6
YKL155C	RSM22	-0.100418	0.041796	0.216	0.231	11	4
YKL156W	RPS27A	2.026540	1.948903	0.257	0.232	12	5
YKL157W	APE2	0.944586	0.937680	0.268	0.235	12	7
YKL159C	RCN1	-0.255173	-0.263942	0.281	0.330	12	3
YKL160W	ELF1	0.943267	0.810480	0.231	0.228	12	4
YKL161C	KDX1	-0.463816	-0.594894	0.305	0.363	11	1
YKL162C		-0.832511	-0.647130	0.251	0.322	11	1
YKL163W	PIR3	0.124517	-0.290990	0.274	0.382	12	0
YKL164C	PIR1	1.581083	1.005924	0.244	0.241	12	4
YKL165C	MCD4	0.129527	0.295051	0.294	0.258	9	5
YKL166C	TPK3	0.250848	0.290827	0.228	0.247	12	4
YKL167C	MRP49	0.137827	0.371152	0.255	0.245	11	3
YKL168C	KKQ8	-0.118134	-0.160680	0.275	0.266	11	3
YKL170W	MRPL38	0.248846	0.207861	0.238	0.223	11	4
YKL171W	NNK1	-0.740544	-0.930441	0.276	0.369	10	0
YKL172W	EBP2	0.692889	0.394373	0.268	0.327	12	5
YKL173W	SNU114	-0.149437	-0.051670	0.257	0.216	12	6
YKL174C	TPO5	-0.220597	-0.419182	0.259	0.372	11	2
YKL175W	ZRT3	0.538422	0.074443	0.260	0.320	11	2
YKL176C	LST4	0.146832	-0.314393	0.214	0.389	11	1
YKL178C	STE3	-1.097952	-1.046499	0.280	0.397	9	1
YKL179C	COY1	0.237822	0.393437	0.245	0.226	12	7
YKL180W	RPL17A	2.098849	1.847583	0.245	0.248	11	6
YKL181W	PRS1	1.425734	1.114856	0.257	0.234	13	8
YKL182W	FAS1	1.855336	2.086096	0.226	0.231	13	9
YKL183C-A		-1.819421	-1.766916	0.341	0.465	4	0
YKL183W	LOT5	0.112667	0.258467	0.242	0.229	11	4
YKL184W	SPE1	0.529543	0.161777	0.241	0.313	13	4
YKL185W	ASH1	0.387097	0.115393	0.262	0.299	12	2
YKL186C	MTR2	0.323237	0.004200	0.275	0.320	13	2
YKL187C	FAT3	-1.050201	-1.144815	0.320	0.464	11	1
YKL188C	PXA2	-1.273015	-1.258122	0.273	0.415	10	1
YKL189W	HYM1	-0.335916	-0.122688	0.264	0.233	11	4
YKL190W	CNB1	0.752912	0.657936	0.235	0.236	12	4
YKL191W	DPH2	0.619393	0.612193	0.272	0.236	13	5
YKL192C	ACP1	1.297910	1.511582	0.221	0.212	12	6
YKL193C	SDS22	0.374290	0.559582	0.221	0.216	12	7
YKL194C	MST1	-0.366465	-0.251514	0.261	0.328	11	3
YKL195W	MIA40	0.684876	0.565100	0.251	0.246	11	8
YKL196C	YKT6	0.976799	0.674041	0.242	0.313	12	5
YKL197C	PEX1	-0.338786	-0.001052	0.209	0.250	12	5
YKL198C	PTK1	-0.368939	-0.472396	0.286	0.404	10	2
YKL201C	MNN4	-0.558423	-0.606783	0.263	0.348	9	3
YKL203C	TOR2	-0.346422	-0.427182	0.261	0.390	11	4
YKL204W	EAP1	0.409718	0.634273	0.249	0.191	11	9
YKL205W	LOS1	0.153745	0.273864	0.232	0.245	10	5
YKL206C	ADD66	0.187214	0.330618	0.242	0.234	10	5
YKL207W	EMC3	0.629895	0.167001	0.243	0.349	12	2
YKL208W	CBT1	-0.677023	-0.908533	0.284	0.418	11	0
YKL209C	STE6	0.549137	0.489309	0.246	0.270	11	3
YKL210W	UBA1	1.468890	1.700062	0.265	0.220	13	10
YKL211C	TRP3	0.676769	1.102265	0.233	0.240	11	8
YKL212W	SAC1	1.114374	1.398154	0.258	0.189	13	8
YKL213C	DOA1	0.471242	0.501796	0.238	0.247	13	4
YKL214C	YRA2	0.151671	0.122511	0.238	0.337	13	5
YKL215C	OXP1	0.007672	0.370633	0.243	0.249	11	8
YKL216W	URA1	1.847749	2.174188	0.252	0.241	12	9
YKL217W	JEN1	-0.648478	-0.660337	0.261	0.336	12	1
YKL218C	SRY1	-0.453469	-0.347829	0.268	0.401	10	3
YKL219W	COS9	-0.401278	-0.615052	0.274	0.398	9	1
YKL220C	FRE2	-1.046968	-1.201000	0.320	0.424	11	0
YKL221W	MCH2	-1.746796	-1.715797	0.327	0.412	9	0
YKL222C		-0.716569	-0.946224	0.286	0.382	10	0
YKL224C	PAU16	-1.653314	-1.733879	0.285	0.426	6	0
YKR001C	VPS1	1.081075	1.159475	0.268	0.255	12	8
YKR002W	PAP1	0.326931	0.650300	0.286	0.210	11	7
YKR003W	OSH6	0.420895	0.581687	0.264	0.239	11	5
YKR004C	ECM9	-0.195456	-0.289273	0.257	0.287	11	2
YKR005C		-1.152439	-1.255846	0.280	0.414	10	0
YKR006C	MRPL13	0.602409	0.615391	0.239	0.221	13	5
YKR007W	MEH1	0.114230	0.460204	0.217	0.226	11	5
YKR008W	RSC4	0.385210	0.796076	0.262	0.237	11	6
YKR009C	FOX2	-0.813112	-0.917423	0.294	0.397	9	1
YKR010C	TOF2	-0.479441	-0.450925	0.262	0.262	11	3
YKR011C		0.073243	0.067805	0.275	0.268	12	2
YKR013W	PRY2	0.862788	0.242606	0.273	0.356	12	1
YKR014C	YPT52	0.974339	1.105954	0.254	0.236	11	6
YKR015C		-1.802780	-1.770352	0.318	0.420	8	1
YKR016W	MIC60	0.257895	0.399827	0.280	0.295	12	4
YKR017C	HEL1	-0.502167	-0.370074	0.288	0.325	11	1
YKR018C		0.536644	0.699889	0.249	0.204	11	8
YKR019C	IRS4	-0.807626	-0.826094	0.251	0.369	11	2
YKR020W	VPS51	-0.135375	-0.245747	0.256	0.301	11	3
YKR021W	ALY1	-0.309156	-0.372951	0.279	0.294	11	3
YKR022C	NTR2	-0.649572	-0.466622	0.285	0.308	11	2
YKR023W		-0.377843	-0.024893	0.271	0.228	11	5
YKR024C	DBP7	0.089486	0.326629	0.236	0.235	11	7
YKR025W	RPC37	0.516738	0.523115	0.262	0.231	12	5
YKR026C	GCN3	0.702088	0.905034	0.242	0.226	12	8
YKR027W	BCH2	-0.069100	-0.016738	0.273	0.301	12	3
YKR028W	SAP190	0.188605	0.025910	0.279	0.369	10	4
YKR029C	SET3	-0.093776	-0.078775	0.287	0.280	11	4
YKR030W	GMH1	-0.070255	-0.455928	0.290	0.350	12	0
YKR031C	SPO14	-0.333312	-0.349432	0.274	0.227	11	5
YKR034W	DAL80	-2.069438	-2.022888	0.323	0.460	8	0
YKR035W-A	DID2	0.219107	0.550420	0.262	0.244	7	6
YKR036C	CAF4	-0.124925	-0.218908	0.272	0.268	12	3
YKR037C	SPC34	-0.247607	-0.135904	0.234	0.260	11	3
YKR038C	KAE1	0.331994	0.412401	0.240	0.238	12	6
YKR039W	GAP1	-0.298130	-0.327062	0.294	0.382	12	3
YKR041W		-1.131593	-1.025845	0.290	0.370	7	1
YKR042W	UTH1	2.120164	1.614839	0.239	0.239	13	5
YKR043C	SHB17	1.298816	1.181142	0.249	0.223	13	9
YKR044W	UIP5	-0.335299	-0.557044	0.302	0.279	10	1
YKR045C		-0.366225	-0.266615	0.237	0.263	10	1
YKR046C	PET10	0.200125	0.326044	0.228	0.288	12	6
YKR048C	NAP1	1.141276	1.209501	0.238	0.208	12	8
YKR049C	FMP46	0.336292	0.176228	0.238	0.313	12	4
YKR050W	TRK2	-0.468345	-0.721435	0.277	0.399	11	0
YKR051W		-0.426173	-0.735652	0.329	0.414	11	0
YKR052C	MRS4	-0.061122	0.207924	0.201	0.230	11	4
YKR053C	YSR3	-0.481923	-0.404021	0.275	0.348	11	1
YKR054C	DYN1	-0.555127	-0.642729	0.253	0.283	11	4
YKR055W	RHO4	-0.294477	-0.431765	0.228	0.347	11	3
YKR056W	TRM2	0.199039	0.025312	0.325	0.392	12	2
YKR057W	RPS21A	2.310373	1.994183	0.214	0.201	12	5
YKR058W	GLG1	-0.408396	-0.599541	0.261	0.375	10	1
YKR059W	TIF1	2.154245	2.135174	0.242	0.244	11	6
YKR060W	UTP30	0.321224	0.422023	0.239	0.232	12	4
YKR061W	KTR2	-0.313117	-0.623054	0.235	0.414	12	0
YKR062W	TFA2	0.226173	0.165977	0.230	0.291	13	6
YKR063C	LAS1	-0.352833	-0.263193	0.278	0.281	11	3
YKR064W	OAF3	-0.606503	-0.812353	0.244	0.332	10	1
YKR065C	PAM17	0.886273	0.762263	0.260	0.232	13	5
YKR066C	CCP1	0.940619	0.804440	0.226	0.226	13	8
YKR067W	GPT2	0.289663	0.522125	0.259	0.246	12	7
YKR068C	BET3	0.685587	0.536625	0.238	0.223	13	5
YKR069W	MET1	-0.524739	-0.547536	0.275	0.374	11	3
YKR070W		0.197252	0.314256	0.233	0.253	12	6
