# mRNA and protein levels, scaled to (average) molecules per haploid cell, sampled according to mean and variance of SCM estimates, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	n.mrna	n.prot
YOR079C	ATX2	0.7774	313.9940	12	0
YOR080W	DIA2	0.8472	335.2836	11	1
YOR081C	TGL5	3.3399	674.6990	11	3
YOR083W	WHI5	2.8195	165.2220	8	2
YOR084W	LPX1	2.5902	244.5092	12	1
YOR085W	OST3	3.0479	4542.3199	13	5
YOR086C	TCB1	10.7556	1915.0424	13	8
YOR087W	YVC1	2.9173	254.9170	11	5
YOR089C	VPS21	9.2672	3801.3348	13	8
YOR090C	PTC5	3.7602	424.4189	10	6
YOR091W	TMA46	4.8712	2825.3660	13	5
YOR092W	ECM3	5.9063	1302.1553	12	2
YOR093C		1.4480	81.7173	11	5
YOR094W	ARF3	5.5454	1268.1716	10	4
YOR095C	RKI1	11.5852	2236.0222	12	7
YOR096W	RPS7A	18.5776	42969.4983	13	8
YOR097C		5.8441	1206.3506	12	3
YOR098C	NUP1	5.5631	2268.7001	11	8
YOR099W	KTR1	9.9807	6022.2370	13	7
YOR100C	CRC1	2.4087	42.3343	9	3
YOR101W	RAS1	4.1812	964.8597	11	5
YOR103C	OST2	6.4641	4385.1584	11	3
YOR104W	PIN2	4.8587	792.5457	11	4
YOR106W	VAM3	2.2557	991.2193	12	4
YOR107W	RGS2	0.3580	47.0042	11	0
YOR108W	LEU9	14.1235	6114.3824	11	7
YOR109W	INP53	6.6302	1544.6813	12	9
YOR110W	TFC7	3.6271	520.8633	11	3
YOR111W		3.3714	235.0879	11	3
YOR112W	CEX1	3.4436	572.8195	11	6
YOR113W	AZF1	1.6054	226.8847	9	3
YOR114W		0.7460	215.9593	11	0
YOR115C	TRS33	3.8344	404.6645	10	4
YOR116C	RPO31	9.2916	2506.3060	11	8
YOR117W	RPT5	6.9190	6829.6774	11	6
YOR118W	RTC5	5.7407	1011.1071	11	4
YOR119C	RIO1	2.3872	371.9766	10	4
YOR120W	GCY1	2.6009	2007.2396	12	5
YOR122C	PFY1	16.3283	29291.1025	12	6
YOR123C	LEO1	6.8202	1380.7445	13	7
YOR124C	UBP2	4.0128	858.2907	12	7
YOR125C	CAT5	1.9487	426.1987	12	2
YOR126C	IAH1	3.5896	579.5613	11	4
YOR127W	RGA1	2.0804	1307.2160	11	3
YOR128C	ADE2	11.6888	6527.3294	12	6
YOR129C	AFI1	1.2709	216.6410	12	1
YOR130C	ORT1	3.2950	390.9514	11	5
YOR131C		4.0493	1310.3628	12	7
YOR132W	VPS17	6.8502	774.5389	12	5
YOR133W	EFT1	37.4155	31028.2828	10	6
YOR134W	BAG7	0.8562	88.8819	8	0
YOR136W	IDH2	14.7223	18734.4404	13	9
YOR137C	SIA1	0.9168	168.9201	11	0
YOR138C	RUP1	5.9425	1221.0233	11	5
YOR140W	SFL1	1.9544	366.5084	10	4
YOR141C	ARP8	3.0433	2284.2811	12	4
YOR142W	LSC1	12.7360	9221.8143	12	8
YOR142W-A		NA	NA	0	0
YOR142W-B		0.1648	7.0937	1	1
YOR143C	THI80	7.2118	870.9892	12	4
YOR144C	ELG1	0.4124	193.5218	10	2
YOR145C	PNO1	6.6183	5225.3572	12	4
YOR147W	MDM32	3.3964	362.6685	11	2
YOR148C	SPP2	1.7218	740.8434	12	3
YOR149C	SMP3	1.5440	344.1875	12	1
YOR150W	MRPL23	5.8821	1032.8703	12	4
YOR151C	RPB2	20.6235	11958.3602	12	7
YOR152C		1.5076	344.6673	10	2
YOR153W	PDR5	35.4159	22053.0036	13	8
YOR154W	SLP1	3.4309	1016.3136	11	2
YOR155C	ISN1	2.8678	271.7596	11	6
YOR156C	NFI1	1.0529	156.0092	10	3
YOR157C	PUP1	15.0825	7130.9676	12	8
YOR158W	PET123	6.4034	552.8067	12	5
YOR159C	SME1	3.6002	3543.1819	13	3
YOR160W	MTR10	7.3642	1298.9604	12	4
YOR161C	PNS1	2.3676	425.5579	12	4
YOR161C-C		0.0628	2.4803	2	0
YOR162C	YRR1	0.6691	476.1871	12	0
YOR163W	DDP1	8.2055	2807.4629	10	6
YOR164C	GET4	5.2789	3074.2902	11	7
YOR165W	SEY1	4.6366	1746.3799	13	7
YOR166C	SWT1	1.5930	770.2743	11	2
YOR167C	RPS28A	35.3819	120497.1745	11	5
YOR168W	GLN4	23.0452	9341.4723	12	9
YOR171C	LCB4	6.9135	768.3002	11	5
YOR172W	YRM1	0.5047	35.6360	11	1
YOR173W	DCS2	8.8944	628.8665	11	5
YOR174W	MED4	3.3025	578.7843	12	3
YOR175C	ALE1	8.2788	3258.6034	13	6
YOR176W	HEM15	14.5745	3325.0292	12	8
YOR177C	MPC54	0.4443	58.7806	10	1
YOR178C	GAC1	0.6860	40.4823	11	0
YOR179C	SYC1	3.2433	766.4614	11	3
YOR180C	DCI1	0.3223	37.1708	7	0
YOR181W	LAS17	5.0566	4338.8799	13	6
YOR182C	RPS30B	25.4516	73324.9484	11	4
YOR183W	FYV12	0.4740	22.2262	7	1
YOR184W	SER1	20.5107	10541.8988	12	11
YOR185C	GSP2	5.5411	1296.5854	12	5
YOR186W		0.1852	22.8201	7	0
YOR187W	TUF1	13.2670	6271.2909	11	9
YOR188W	MSB1	2.6786	767.7637	11	5
YOR189W	IES4	1.8202	588.9188	12	5
YOR190W	SPR1	0.7794	32.0186	8	0
YOR191W	ULS1	4.2628	890.2357	12	4
YOR192C	THI72	0.4450	25.2709	9	0
YOR192C-A		NA	NA	0	0
YOR192C-B		0.0603	0.6326	1	0
YOR192C-C		1.0962	88.1597	3	0
YOR193W	PEX27	1.7355	252.9939	11	1
YOR194C	TOA1	2.2132	1630.7763	11	3
YOR195W	SLK19	2.1433	407.7273	11	5
YOR196C	LIP5	6.8134	1501.4083	13	6
YOR197W	MCA1	9.0502	2557.3025	13	7
YOR198C	BFR1	15.5301	10890.4405	13	8
YOR201C	MRM1	3.6007	1128.7244	11	3
YOR202W	HIS3	4.3215	2561.0342	10	2
YOR204W	DED1	7.9258	3652.9330	12	5
YOR205C	GEP3	1.5773	562.7846	12	3
YOR206W	NOC2	12.2536	3483.4076	12	7
YOR207C	RET1	4.3546	3330.8985	13	6
YOR208W	PTP2	1.8222	348.6450	11	1
YOR209C	NPT1	16.7084	14299.9655	12	8
YOR210W	RPB10	9.8866	4223.2475	11	7
YOR211C	MGM1	1.8784	299.8782	9	3
YOR212W	STE4	7.1817	3367.6679	13	6
YOR213C	SAS5	2.7289	341.1058	11	2
YOR214C	SPR2	1.2290	55.0576	7	1
YOR215C	AIM41	11.4869	9142.3581	13	7
YOR216C	RUD3	8.2804	1503.7414	11	6
YOR217W	RFC1	5.9700	1007.5532	11	6
YOR219C	STE13	1.6184	700.5817	12	2
YOR220W	RCN2	5.3714	2459.7362	13	7
YOR221C	MCT1	3.6871	354.0476	10	3
YOR222W	ODC2	4.2823	1025.5592	12	3
YOR223W	DSC3	2.7051	756.7839	11	2
YOR224C	RPB8	10.8491	11373.4285	13	6
YOR226C	ISU2	9.4249	1739.7337	11	5
YOR227W	HER1	0.9241	253.5845	10	3
YOR228C	MCP1	0.5369	81.3897	12	0
YOR229W	WTM2	3.3623	607.2872	12	7
YOR230W	WTM1	22.6033	45767.8653	13	10
YOR231W	MKK1	2.5280	1058.5912	12	3
YOR232W	MGE1	6.5753	4255.7222	13	6
YOR233W	KIN4	4.2843	789.2625	11	5
YOR234C	RPL33B	42.4883	110076.6191	12	9
YOR236W	DFR1	3.9697	1377.2649	12	5
YOR237W	HES1	3.0202	210.2311	8	3
YOR238W		4.9172	527.8878	13	4
YOR239W	ABP140	8.9156	4125.0013	13	7
YOR241W	MET7	5.1969	2444.7363	13	5
YOR242C	SSP2	2.7373	308.1006	11	1
YOR243C	PUS7	4.4389	1359.9298	12	8
YOR244W	ESA1	2.6814	1070.9056	11	4
YOR245C	DGA1	2.3721	321.5882	12	3
YOR246C	ENV9	4.6551	3832.0927	13	3
YOR247W	SRL1	7.2258	22937.0030	11	1
YOR249C	APC5	1.1031	269.1007	11	2
YOR250C	CLP1	2.7637	329.2609	12	3
YOR251C	TUM1	10.7869	1462.4231	13	5
YOR252W	TMA16	5.7924	1611.5318	11	5
YOR253W	NAT5	4.6021	3424.2925	13	6
YOR254C	SEC63	9.3393	3807.3643	12	6
YOR255W	OSW1	0.1712	2.8718	7	0
YOR256C	TRE2	1.4950	311.1930	11	3
YOR257W	CDC31	4.9526	1011.7731	12	2
YOR258W	HNT3	1.2642	220.5477	8	1
YOR259C	RPT4	21.3142	6453.3707	11	7
YOR260W	GCD1	9.9072	3297.3197	13	7
YOR261C	RPN8	14.7604	10869.4375	13	8
YOR262W	GPN2	10.8040	2066.0620	12	5
YOR264W	DSE3	1.6575	535.1708	11	3
YOR265W	RBL2	5.8338	1185.4899	12	5
YOR266W	PNT1	1.7880	323.1357	10	3
YOR267C	HRK1	3.4933	486.7875	10	5
YOR268C		0.2635	38.5724	8	0
YOR269W	PAC1	2.0652	392.7762	11	1
YOR270C	VPH1	21.7717	18799.6566	13	9
YOR271C	FSF1	4.0761	6407.3716	13	7
YOR272W	YTM1	9.0459	1937.1964	13	7
YOR273C	TPO4	6.7240	1982.7773	13	4
YOR274W	MOD5	4.9628	818.4951	11	4
YOR275C	RIM20	3.7720	1439.3978	11	3
YOR276W	CAF20	27.9662	7084.8004	11	6
YOR278W	HEM4	3.1136	433.2205	11	4
YOR279C	RFM1	3.0545	430.1850	10	2
YOR280C	FSH3	2.7485	739.8549	13	5
YOR281C	PLP2	7.1555	2665.4969	11	5
YOR283W		12.1184	3216.6720	13	5
YOR284W	HUA2	1.9401	169.3988	11	3
YOR285W	RDL1	17.3791	14745.2741	13	7
YOR286W	RDL2	8.8016	6724.5656	12	6
YOR287C	RRP36	1.6322	156.1529	11	3
YOR288C	MPD1	2.0386	1259.4456	13	4
YOR289W		4.0844	339.9668	13	3
YOR290C	SNF2	2.3194	479.0588	12	7
YOR291W	YPK9	2.6970	1497.8153	11	5
YOR292C		2.4480	419.7677	11	0
YOR293C-A		0.2988	13.5635	4	0
YOR293W	RPS10A	9.9781	9276.1881	13	6
YOR294W	RRS1	4.1646	1771.4583	10	5
YOR295W	UAF30	2.8893	292.8996	11	2
YOR296W		1.2361	330.3406	11	2
YOR297C	TIM18	3.3100	2508.3769	12	2
YOR298C-A	MBF1	27.5820	7394.6308	9	8
YOR298W	MUM3	1.1631	150.2081	8	0
YOR299W	BUD7	2.5889	781.1120	11	5
YOR301W	RAX1	1.3665	131.3072	10	2
YOR302W		1.4608	164.3156	8	1
YOR303W	CPA1	12.5878	6896.5533	13	7
YOR304C-A	BIL1	5.4558	1149.3638	9	2
YOR304W	ISW2	6.4438	2727.4708	11	5
YOR305W	RRG7	2.6565	1109.8719	12	2
YOR306C	MCH5	1.9319	1323.1637	12	0
YOR307C	SLY41	3.1653	657.8888	13	3
YOR308C	SNU66	1.5357	224.6996	11	3
YOR310C	NOP58	30.9523	23672.2611	10	8
YOR311C	DGK1	4.2759	1609.8689	13	5
YOR312C	RPL20B	29.4165	154067.2793	13	4
YOR313C	SPS4	0.4968	65.8747	10	0
YOR315W	SFG1	1.5093	306.6656	11	0
YOR316C	COT1	4.9409	1964.0136	12	6
YOR316C-A		0.3250	12.8367	3	0
YOR317W	FAA1	11.9095	3398.8180	11	8
YOR319W	HSH49	3.7797	630.2765	11	4
YOR320C	GNT1	2.1560	1539.9373	13	3
YOR321W	PMT3	3.5774	363.2689	13	5
YOR322C	LDB19	2.8762	1037.7886	11	4
YOR323C	PRO2	9.8680	7790.0312	13	11
YOR324C	FRT1	2.2874	287.3127	12	4
YOR326W	MYO2	8.5074	4259.0996	13	8
YOR327C	SNC2	8.3856	3509.6863	12	7
YOR328W	PDR10	0.8617	130.8749	11	2
YOR329C	SCD5	2.2554	983.9280	12	5
YOR330C	MIP1	2.2591	368.2797	8	3
YOR332W	VMA4	52.4338	46118.6285	13	9
YOR334W	MRS2	1.4703	472.2076	11	1
YOR335C	ALA1	18.0964	16477.4824	13	9
YOR336W	KRE5	1.4813	162.5154	12	5
YOR337W	TEA1	2.8559	508.0990	11	3
YOR338W		0.9950	471.9661	11	0
YOR339C	UBC11	0.6132	83.2675	7	1
YOR340C	RPA43	7.5503	4129.8617	12	7
YOR341W	RPA190	8.4722	5030.6512	10	8
YOR342C		3.2735	3139.8865	11	2
YOR343W-A		NA	NA	0	0
YOR343W-B		0.3961	10.9303	1	0
YOR344C	TYE7	2.9840	4216.6245	12	1
YOR346W	REV1	5.8159	664.2120	9	3
YOR347C	PYK2	5.4457	590.6525	13	7
YOR348C	PUT4	1.0699	41.5369	9	2
YOR349W	CIN1	1.1374	239.2409	11	2
YOR350C	MNE1	1.5258	252.0286	11	3
YOR351C	MEK1	0.2217	26.0887	8	0
YOR352W	TFB6	4.8915	677.9906	11	3
YOR353C	SOG2	3.1767	212.8187	12	4
YOR354C	MSC6	8.9401	1191.0897	13	7
YOR355W	GDS1	4.4605	3106.0468	13	3
YOR356W	CIR2	6.8113	2415.7472	12	7
YOR357C	SNX3	2.5777	990.1398	11	4
YOR358W	HAP5	1.5012	119.2584	10	2
YOR359W	VTS1	3.9891	2138.8604	12	4
YOR360C	PDE2	4.6352	1263.9392	12	4
YOR361C	PRT1	31.7359	16628.2029	13	9
YOR362C	PRE10	20.7185	29934.5135	13	8
YOR363C	PIP2	0.9733	554.7265	13	0
YOR365C		0.3284	24.7990	8	0
YOR367W	SCP1	2.7576	978.7883	12	5
YOR368W	RAD17	1.3068	346.0176	11	3
YOR369C	RPS12	27.6129	450731.6595	13	7
YOR370C	MRS6	13.8184	4490.2127	12	5
YOR371C	GPB1	4.0697	924.6508	12	3
YOR372C	NDD1	2.9190	450.6333	10	3
YOR373W	NUD1	2.2547	1072.2205	8	4
YOR374W	ALD4	10.7429	1520.8830	11	8
YOR375C	GDH1	39.3863	30991.1365	13	9
YOR376W-A		0.3034	7.8340	4	0
YOR377W	ATF1	5.2804	401.2318	12	5
YOR378W	AMF1	0.6286	46.6316	8	1
YOR380W	RDR1	1.1325	89.4029	11	1
YOR381W	FRE3	0.4159	66.7051	10	0
YOR381W-A		0.0800	1.1276	3	0
YOR382W	FIT2	0.8803	772.7893	11	0
YOR383C	FIT3	5.1450	9387.5777	12	0
YOR384W	FRE5	0.6758	55.8393	10	1
YOR385W		2.4356	1255.6831	13	2
YOR386W	PHR1	2.4230	191.4243	11	3
YOR387C		0.3229	28.3751	7	0
YOR388C	FDH1	0.3720	4.0559	6	0
YOR389W		0.5111	41.8920	10	1
YOR390W	FEX1	1.2263	390.3880	12	1
YOR391C	HSP33	0.3807	24.7467	5	0
YOR393W	ERR1	0.1060	17.7306	6	0
YOR394C-A		0.2910	1.6069	2	0
YOR394W	PAU21	0.5498	82.1674	7	0
YOR396W	YRF1-8	0.0757	1.1513	1	0
YPL001W	HAT1	0.9111	223.2695	11	2
YPL002C	SNF8	3.2182	651.1524	12	3
YPL003W	ULA1	1.6281	78.1223	12	2
YPL004C	LSP1	15.2499	10908.8354	13	7
YPL005W	AEP3	1.4002	288.4587	12	1
YPL006W	NCR1	1.6086	440.3807	8	3
YPL007C	TFC8	2.8664	338.0878	11	2
YPL008W	CHL1	1.9294	672.3128	12	2
YPL009C	RQC2	8.0845	2697.1198	12	8
YPL010W	RET3	5.5410	2306.0781	13	5
YPL011C	TAF3	3.9738	973.3652	12	4
YPL012W	RRP12	9.2586	4506.4092	13	7
YPL013C	MRPS16	5.8156	2154.8086	13	3
YPL014W		1.8429	497.3345	13	1
YPL015C	HST2	4.5633	2292.1239	12	5
YPL016W	SWI1	1.4425	251.5581	10	4
YPL017C	IRC15	3.0990	216.7355	9	2
YPL018W	CTF19	1.4315	135.0526	11	3
YPL019C	VTC3	8.4305	4377.3860	12	6
YPL020C	ULP1	1.2206	407.4675	10	3
YPL021W	ECM23	0.2079	7.3004	4	1
YPL022W	RAD1	2.6347	544.7371	11	5
YPL023C	MET12	1.8159	863.0562	12	2
YPL024W	RMI1	2.0340	523.2605	11	1
YPL026C	SKS1	2.5867	1239.8850	12	4
YPL027W	SMA1	0.1392	4.5444	9	0
YPL028W	ERG10	15.9586	10064.4097	12	10
YPL029W	SUV3	2.6876	203.5870	10	2
YPL030W	TRM44	7.8243	1821.3319	12	7
YPL031C	PHO85	6.1356	2058.6860	12	4
YPL032C	SVL3	8.4187	2237.9342	13	7
YPL033C	SRL4	0.2892	17.8944	9	0
YPL034W		1.4556	355.0164	11	0
YPL036W	PMA2	1.5868	634.1767	12	4
YPL037C	EGD1	31.6964	66817.7331	12	9
YPL038W	MET31	2.9732	368.0305	10	2
YPL038W-A		0.2644	11.4545	3	0
YPL039W		0.7888	230.6090	9	0
YPL040C	ISM1	2.7136	299.8590	12	3
YPL041C		0.3344	154.0855	11	0
YPL042C	SSN3	2.5269	946.1033	12	3
YPL043W	NOP4	7.7991	3339.1199	12	7
YPL045W	VPS16	3.4335	893.3072	12	5
YPL046C	ELC1	2.3782	397.4151	10	3
YPL047W	SGF11	5.8118	898.5200	12	3
YPL048W	CAM1	39.6694	14264.6421	13	9
YPL049C	DIG1	3.9027	653.2385	11	6
YPL050C	MNN9	5.9979	3678.8807	13	6
YPL051W	ARL3	2.6361	795.9360	11	4
YPL052W	OAZ1	1.5034	238.5415	12	0
YPL053C	KTR6	10.1693	4767.9644	13	5
YPL054W	LEE1	0.9279	137.5696	11	0
YPL055C	LGE1	3.0019	1005.5494	10	6
YPL056C	LCL1	1.5904	484.9474	10	0
YPL057C	SUR1	6.4057	2816.1443	13	4
YPL058C	PDR12	3.5494	1744.3399	13	6
YPL059W	GRX5	9.4250	5021.4034	12	6
YPL060W	MFM1	1.3085	590.5484	12	1
YPL061W	ALD6	101.8610	67644.9629	13	11
YPL063W	TIM50	9.7148	2538.5305	12	8
YPL064C	CWC27	3.2036	495.8888	10	3
YPL065W	VPS28	2.4584	1366.1486	11	3
YPL066W	RGL1	1.6984	607.0032	11	1
YPL067C		3.8703	1390.4596	13	3
YPL068C		1.8202	270.3611	11	1
YPL069C	BTS1	1.9916	1365.0672	10	3
YPL070W	MUK1	1.2908	278.2796	8	4
YPL071C		0.5654	120.0438	11	1
YPL072W	UBP16	0.8484	705.0499	10	3
YPL074W	YTA6	1.5772	406.1956	11	4
YPL075W	GCR1	2.1921	1048.6687	11	4
YPL076W	GPI2	1.8748	475.0663	12	1
YPL077C		0.5497	41.9726	11	0
YPL078C	ATP4	14.4338	16672.9066	13	6
YPL079W	RPL21B	42.6537	128140.2257	12	7
YPL081W	RPS9A	36.6516	24502.3953	11	7
YPL082C	MOT1	7.4416	1174.2761	9	7
YPL083C	SEN54	2.3943	250.8388	12	4
YPL084W	BRO1	6.4641	1490.8014	12	7
YPL085W	SEC16	5.7490	1132.9613	13	8
YPL086C	ELP3	5.3158	550.6496	11	5
YPL087W	YDC1	2.4401	1014.2856	13	2
YPL088W		1.6270	1341.7318	12	3
YPL089C	RLM1	2.7350	916.7964	12	3
YPL090C	RPS6A	33.0213	204380.1417	11	5
YPL091W	GLR1	13.5373	4364.4671	13	8
YPL092W	SSU1	3.0419	3029.8801	12	1
YPL093W	NOG1	9.3492	5734.7194	11	9
YPL094C	SEC62	8.1489	12762.9344	13	5
YPL095C	EEB1	2.3840	713.6818	12	2
YPL096C-A	ERI1	0.6598	39.9272	3	0
YPL096W	PNG1	2.9874	581.5678	10	3
YPL097W	MSY1	5.6226	963.1415	12	5
YPL098C	MGR2	5.1481	750.5249	11	3
YPL099C	INA17	1.3033	213.6017	11	2
YPL100W	ATG21	1.9291	540.5644	11	3
YPL101W	ELP4	2.0223	1364.0366	11	5
YPL103C	FMP30	1.8046	252.9677	11	3
YPL104W	MSD1	3.4974	598.5202	12	3
YPL105C	SYH1	5.1369	2353.9103	11	7
YPL106C	SSE1	56.0916	23158.5126	13	10
YPL107W		3.8107	1704.8721	11	3
YPL108W		1.5153	193.2440	11	1
YPL109C		3.7310	291.6616	10	3
YPL110C	GDE1	3.5747	755.5985	12	7
YPL111W	CAR1	15.2142	4174.8818	11	8
YPL112C	PEX25	2.2871	1037.8195	13	4
YPL113C		1.2199	253.5376	10	1
YPL115C	BEM3	4.4590	725.0771	12	5
YPL116W	HOS3	2.6399	852.5031	10	5
YPL117C	IDI1	20.2788	12161.0462	13	8
YPL118W	MRP51	4.0459	1414.1799	11	6
YPL119C	DBP1	1.7421	278.9405	11	5
YPL119C-A		0.1143	11.6490	3	0
YPL120W	VPS30	2.8619	595.3469	11	3
YPL121C	MEI5	0.2732	9.4608	7	0
YPL122C	TFB2	4.2052	499.1839	11	5
YPL123C	RNY1	1.4113	201.4789	11	3
YPL124W	SPC29	1.9304	353.4242	11	3
YPL125W	KAP120	4.1863	633.1445	12	5
YPL126W	NAN1	7.4370	3288.6250	11	6
YPL127C	HHO1	7.7862	8596.7372	13	7
YPL128C	TBF1	5.2915	1056.3809	12	4
YPL129W	TAF14	4.6566	2485.8520	12	7
YPL130W	SPO19	0.8969	39.3687	6	1
YPL131W	RPL5	41.2221	197875.8328	13	7
YPL132W	COX11	2.4220	469.4966	11	2
YPL133C	RDS2	1.8909	266.4291	11	2
YPL134C	ODC1	1.2161	674.9574	11	4
YPL135W	ISU1	8.6528	3074.4574	11	5
YPL137C	GIP3	5.0945	632.3134	11	6
YPL138C	SPP1	1.6015	1481.2167	12	3
YPL139C	UME1	6.4059	2713.0868	13	4
YPL140C	MKK2	2.4659	329.7096	11	4
YPL141C	FRK1	3.5859	496.0860	11	4
YPL143W	RPL33A	16.9897	59491.0401	11	7
YPL144W	POC4	4.5815	4393.9308	10	4
YPL145C	KES1	20.2822	18150.7433	13	9
YPL146C	NOP53	6.9216	800.2796	12	6
YPL147W	PXA1	0.7629	60.7423	9	1
YPL148C	PPT2	1.7462	540.3606	10	1
YPL149W	ATG5	2.9457	404.9116	11	2
YPL150W		2.2451	406.0076	11	2
YPL151C	PRP46	3.1288	396.3436	10	4
YPL152W	RRD2	1.8137	201.5141	11	4
YPL152W-A		0.3896	8.0043	3	0
YPL153C	RAD53	2.1949	95.9964	11	4
YPL154C	PEP4	6.6100	9460.3545	13	5
YPL155C	KIP2	1.3648	151.7638	11	3
YPL156C	PRM4	0.5869	92.0115	11	1
YPL157W	TGS1	1.1195	237.2858	11	2
YPL158C	AIM44	2.0777	819.6890	11	1
YPL159C	PET20	1.0905	431.0053	10	0
YPL160W	CDC60	48.3515	36030.2356	13	10
YPL161C	BEM4	3.1873	196.4242	11	4
YPL162C		3.4347	337.7799	11	3
YPL163C	SVS1	5.5204	7652.3037	11	2
YPL164C	MLH3	0.7617	104.7487	11	0
YPL165C	SET6	1.1920	162.0601	8	0
YPL166W	ATG29	1.2854	81.7878	10	2
YPL167C	REV3	0.5658	173.6129	9	1
YPL168W		2.1546	620.4841	10	2
YPL169C	MEX67	3.2310	1433.3859	13	4
YPL170W	DAP1	8.1553	2784.2850	12	6
YPL171C	OYE3	0.5852	101.0036	11	2
YPL172C	COX10	1.2280	490.5642	11	0
YPL173W	MRPL40	1.2997	240.4436	12	2
YPL174C	NIP100	0.9607	113.6916	10	2
YPL175W	SPT14	2.8712	338.6494	10	4
YPL176C	TRE1	4.0277	716.0588	12	3
YPL177C	CUP9	2.3405	1159.5252	10	1
YPL178W	CBC2	7.6463	3593.3888	12	6
YPL179W	PPQ1	4.5409	2226.8759	12	2
YPL180W	TCO89	1.3269	167.4320	12	4
YPL181W	CTI6	2.6536	210.2779	12	5
YPL183C	RTT10	2.8374	1484.8266	11	5
YPL183W-A	RTC6	5.3035	958.9498	9	3
YPL184C	MRN1	9.0708	2367.3379	12	5
YPL186C	UIP4	0.9926	83.3799	9	1
YPL187W	MF(ALPHA)1	1.2153	66.7069	8	1
YPL188W	POS5	4.8458	1527.5673	12	5
YPL189C-A	COA2	0.3695	37.2113	4	0
YPL189W	GUP2	0.6568	21.2987	8	0
YPL190C	NAB3	7.6713	1996.3932	12	6
YPL191C		5.5611	490.0687	11	3
YPL192C	PRM3	0.9756	86.6474	10	0
YPL193W	RSA1	2.2490	665.6222	10	4
YPL194W	DDC1	1.8646	401.2556	11	2
YPL195W	APL5	6.7864	2233.7129	12	7
YPL196W	OXR1	2.6585	287.6272	12	3
YPL198W	RPL7B	16.0324	5166.7479	10	7
YPL199C		3.3161	2514.0997	11	6
YPL200W	CSM4	0.5157	40.4032	6	0
YPL201C	YIG1	0.4799	21.8044	9	0
YPL202C	AFT2	1.9370	359.9766	12	0
YPL203W	TPK2	4.4952	582.6720	12	5
YPL204W	HRR25	9.1132	6380.1768	13	7
YPL206C	PGC1	5.6029	2827.5289	12	5
YPL207W	TYW1	11.4847	3219.8893	13	5
YPL208W	RKM1	8.1064	1369.1867	12	5
YPL209C	IPL1	1.6858	199.7317	11	2
YPL210C	SRP72	7.6115	7071.0745	12	7
YPL211W	NIP7	11.6575	3538.7918	13	6
YPL212C	PUS1	6.6283	1321.0317	11	8
YPL213W	LEA1	3.1171	358.8880	10	4
YPL214C	THI6	0.9945	347.5820	12	3
YPL215W	CBP3	10.0078	1446.7788	12	5
YPL216W		3.2262	110.6022	10	1
YPL217C	BMS1	6.1918	4098.3839	12	4
YPL218W	SAR1	11.7413	6646.0328	11	7
YPL219W	PCL8	1.3665	280.2531	12	3
YPL220W	RPL1A	23.6459	39708.9954	11	5
YPL221W	FLC1	6.8008	891.0207	12	3
YPL222W	FMP40	2.0034	78.7613	10	3
YPL223C	GRE1	0.8798	41.9343	8	1
YPL224C	MMT2	1.1678	163.6040	13	2
YPL225W		10.0924	3915.7071	11	7
YPL226W	NEW1	26.9192	8458.2380	13	8
YPL227C	ALG5	11.3094	4137.8874	12	4
YPL228W	CET1	7.9362	1392.1621	11	6
YPL229W		2.1939	123.3882	12	2
YPL230W	USV1	1.3183	148.8707	10	1
YPL231W	FAS2	22.1907	13309.1410	11	8
YPL232W	SSO1	3.4381	2347.1445	13	5
YPL233W	NSL1	2.1591	216.4807	11	3
YPL234C	VMA11	7.6338	17074.3022	13	4
YPL235W	RVB2	4.2759	3373.1369	13	7
YPL236C	ENV7	1.7282	294.8009	11	2
YPL237W	SUI3	8.2131	12981.6311	12	6
YPL239W	YAR1	11.7590	10484.9012	11	7
YPL240C	HSP82	56.5143	11430.2727	12	10
YPL241C	CIN2	3.5631	142.9177	10	3
YPL242C	IQG1	0.9022	467.1308	11	3
YPL243W	SRP68	10.5907	6028.5456	12	8
YPL244C	HUT1	1.1855	657.9491	12	1
YPL245W		4.7010	1167.9978	11	4
YPL246C	RBD2	16.2760	14284.2566	13	5
YPL247C		2.7563	1015.8914	13	4
YPL248C	GAL4	0.9536	196.5050	10	1
YPL249C	GYP5	2.1595	258.6024	11	4
YPL249C-A	RPL36B	25.3648	39561.4891	6	7
YPL250C	ICY2	3.4388	1235.4111	13	1
YPL252C	YAH1	4.5920	4273.3913	12	3
YPL253C	VIK1	1.3622	214.3195	11	1
YPL254W	HFI1	3.1714	383.3490	11	5
YPL255W	BBP1	2.0905	357.7389	11	2
YPL256C	CLN2	4.4180	2232.5516	12	2
YPL257W		0.9966	83.6509	8	0
YPL257W-A		NA	NA	0	0
YPL257W-B		0.0512	1.0961	1	0
